#,Title (English),Title (Sindhi),Author (English),Author (Sindhi),Year,Publisher,Category,Language,Link,Thumbnail
8506,Kunwaro Klarak,ڪنوارو ڪلارڪ (ڊرامہ),Muhammad Hussian Awan,محمد حسين اعواڻ,1987,"Dando Koondo Publications, Karachi.",Fiction,Sindhi,https://lib.sindh.org/download/828,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c50ca347da5.png
8507,To Janeen jee taat (11 Short Stories),تو جنين جي تات (11 سنڌي ڪھاڻيون),Sundri Utamchandani,سندري اتمچنداڻي,1983,"Azmat Adabi Academy, Hyderabad.",Fiction,Sindhi,https://lib.sindh.org/download/827,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c50c20656b9.png
8508,Galihiyoun Naimat bhau joon,ڳالھيون نعمت ڀاءُ جون,Khalil Moriani,خليل مورياڻي,2010,"Surhan publications, Shikarpur.",Autobiography / Biography,Sindhi,https://lib.sindh.org/download/826,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c50c179234a.png
8509,Kunwaar [The Bride: The Story of Louise And Montrose (1939)],ڪنوار,Margaret Irwin,مارگريٽ ارون,1984,"Shahbaz Publications, Hyderabad.",N/A,Sindhi,https://lib.sindh.org/download/825,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c50bdf79e9f.png
8510,Qedi,قيدي (ناول),Fakhr Zaman,فخر زمان,1994,New Fields Publications.,N/A,Sindhi,https://lib.sindh.org/download/824,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c50ba033945.png
8511,To Ta Chayo Ho,تو تہ چيو هو ...... (شاعري),Zaffar Abbasi,ظفر عباسي,2006,"New Thinkers Forum, Hyderabad.",Poetry,Sindhi,https://lib.sindh.org/download/823,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c50b7e89f86.png
8512,Gaalihiyon munhinje gotha joon,ڳالھيون منهنجي ڳوٺ جون (آتم ڪھاڻي),Gobind Malhi,گوبند مالهي,1987,Unknown,Autobiography / Biography,Sindhi,https://lib.sindh.org/download/822,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c50b3e490f3.png
8513,Zafar Hassan jee Diary,ظفر حسن جي ڊائري,Zafar Hassan,ظفر حسن,2003,"Knowledge Centre, Karachi.",Autobiography / Biography,Sindhi,https://lib.sindh.org/download/821,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c50b3124fbd.png
8514,Qoumi phur luT ain Marxi nukta e nazar,قومي ڦرلٽ ۽ مارڪسي نقطئه نظر,Muhammad Khan Ahmadani,محمد خان احمداڻي,2017,Socialist Publications Sindh.,Politics,Sindhi,https://lib.sindh.org/download/820,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c50b2aca1c1.png
8515,Tanhin hoonday bi (Poetry),تنهن هوندي بہ (ڪوتائون),Haresh Karamchandani,هريش ڪرمچنداڻي,2004,"Suhini Publications, Jaipur.",Poetry,Sindhi,https://lib.sindh.org/download/819,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c50afe603cb.png
8516,Galhyoon kandhee kaak joon,ڳالھيون ڪنڌي ڪاڪ جون,Rochi Ram,روچي رام,2011,Lakshmi Publishing House,Travelogue,Sindhi,https://lib.sindh.org/download/818,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c50aad9e20f.png
8517,Qoumi alehdagi jo socialist jamhoori haq,قومي علحدگيءَ جو سوشلسٽ جمھوري حق,Abu Jibran,ابو جبران,1987,"Shaheed Abdul Razzaq Soomro Publications, Moro.",Politics,Sindhi,https://lib.sindh.org/download/816,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c50a3502c3e.png
8518,Qaumi sawal ain Marxi benulaqwaamiat,قومي سوال ۽ مارڪسي بين الاقواميت,Ted Grant,ٽيڊ گرانٽ,2009,"Tabqaati Jadojahd Publications, Hyderabad.",Politics,Sindhi,https://lib.sindh.org/download/815,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c50a0e7e0a7.png
8519,Galhyoon Kitaban Joon (Vol. 2),ڳالھيون ڪتابن جون (جلد ٻيو 1961-2003),Muhammad Ibrahim Joyo,محمد ابراهيم جويو,2003,"Sindhi Writers' Co-operative Society, Hyderabad.",Literature,Sindhi,https://lib.sindh.org/download/814,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c509d7a58e9.png
8520,Qoumi tahreek jo mukhtasir taaruf,قومي تحريڪ جو مختصر تعارف (سياست),Meer Alam Mari,ڊاڪٽر مير عالم مري,2004,The Nationalist Academy,Politics,Sindhi,https://lib.sindh.org/download/813,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c509bf149d6.png
8521,Zilo Noshehro Feroze taareekh je aaeene mein,ضلعو نوشهرو فيروز تاريخ جي آئيني ۾,Aslam Abbasi,اسلم عباسي,2007,Noshehro Feroze Seminar Committee,History,Sindhi,https://lib.sindh.org/download/812,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c5094680f11.png
8522,Galhyoon Pet Waran Mein (Vol. I),ڳالھيون پيٽ ورن ۾: (سياسي، تاريخي، تنقيدي ادبي ڪالمن جو مجموعو)  ڀاڱو پهريون,Sultana Waqasi,سلطانہ وقاصي,2015,"Ambar Publications, Karachi.",Articles,Sindhi,https://lib.sindh.org/download/811,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c5086eab6ab.png
8523,Sidhartha (Novel) 1982,سڌارٿ (ناول),Hermann Hesse,هرمن هيس (سنڌيڪار فضل احمد بچاڻي),1982,New Fields Publications,Fiction,Sindhi,https://lib.sindh.org/download/810,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4ff9e7d3f3.png
8524,Sidhartha (Novel) 1955,سڌارٿ (ناول),Hermann Hesse,هرمن هيس (سنڌيڪار ايسرداس رائسنگهاڻي),1955,"Hindustan Sahtiya Mala, Mumbai.",Fiction,Sindhi,https://lib.sindh.org/download/809,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4ff2b5611f.png
8525,Sadan mathe sadRa,سڏن مٿي سڏڙا,Ali Ahmed Brohi,علي احمد بروهي,1996,"Sindhi Saahat Ghar, Hyderabad.",Culture / Civilization,Sindhi,https://lib.sindh.org/download/808,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4fe8e9f8a2.png
8526,Sadaaeen jawan sadaaeen niroGo,سدائين جوان سدائين نروڳو,Indira Devi,اندرا ديوي,1958,Hidustan Sahtiya Maala,Health / Medicine,Sindhi,https://lib.sindh.org/download/807,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4fdd27ed7f.png
8527,Sachal Sarmast (Sindh Ja Sapoot),سچل سرمست (سنڌ جا سپوت),Aslam Sandeelo,اسلم سنديلو,1990,"Department of Culture, Sindh.",Autobiography / Biography,Sindhi,https://lib.sindh.org/download/806,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4fcd9b40ab.png
8528,KunDRia waaran jo kalaam,ڪنڊڙيءَ وارن جو ڪلام,Rohal Faqeer & Murad Faqeer,روحل فقير ۽ مراد فقير,1983,"Sindhi Adabi Board, Jamshoro.",Poetry,Sindhi,https://lib.sindh.org/download/805,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4fca327c41.png
8529,Sachu ta beetho nachu,سچ تہ بيٺو نچ,Dr. Noor Mustafa Shaikh,نور مصطفىٰ شيخ,2017,Noor Mustafa Shaikh,Misc,Sindhi,https://lib.sindh.org/download/804,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4fbce78ae6.png
8530,SajaNan ladhi saar,سڄڻن لڌي سار (قاضي فيض محمد تي لکيل تاثراتي مضمون),Gulab Hakro,گلاب هڪڙو,2005,"Mehran Publications, Karachi.",Autobiography / Biography,Sindhi,https://lib.sindh.org/download/803,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4faf21ba70.png
8531,Communist padharnamo,ڪميونسٽ پڌرنامو,Marx & Engels,مارڪس ۽ اينگلس,2002,"Tabqati Jedojehad Publication, Hyderabad.",Politics,Sindhi,https://lib.sindh.org/download/802,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4fae773788.png
8532,qoumi inqilaab,قومي انقلاب,Jalal Mahmood Shah,جلال محمود شاھ,2010,Sindh United Party.,Politics,Sindhi,https://lib.sindh.org/download/801,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f9bddc80e.png
8533,Salaah Sihat Jee,صلاح صحت جي (بيمارين لاءِ رام ٻاڻ نسخا),Ram Chhatani,ڊاڪٽر رام ڇتاڻي,2008,Ram Chhatani,Health / Medicine,Sindhi,https://lib.sindh.org/download/800,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f98bc4e4e.png
8534,Talaash (Novel),تلاش (ناول),Najam Abbasi,نجم عباسي,1996,"Sindhi Saahat Ghar, Hyderabad.",N/A,Sindhi,https://lib.sindh.org/download/799,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f97ab0934.png
8535,Insaniyat jo azali warso,انسانيت جو ازلي ورثو,Maulana Abulkalam Azad,مولانا ابوالڪلام آزاد,1997,"Sindhica Academy, Karachi.",Religion,Sindhi,https://lib.sindh.org/download/798,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f962902de.png
8536,Ghari palu,گهڙي پل (صرف هڪ پل، هڪ گهڙي),Garfield King,گارفيلڊ ڪنگ,0,"Sindh Adabi Academy, Karachi.",Religion,Sindhi,https://lib.sindh.org/download/797,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f937739ae.png
8537,Qoumuun ain qaumi aazadia jee tahreek,قومون ۽ قومي آزاديءَ جي تحريڪ,Viktor G. Afanasyev,وڪٽر جي افاناسيئيف,1986,"Naeen Dunya Publications, Shikarpur.",Politics,Sindhi,https://lib.sindh.org/download/796,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f9161a17a.png
8538,Qadeem Sindh,قديم سنڌ,Bherumal Maharchand Advani,ڀيرومل مھرچند آڏواڻي,2004,"Sindhi Adabi Board, Jamshoro.",Sindh,Sindhi,https://lib.sindh.org/download/795,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f8e06f6bc.png
8539,Qalandar Laal SevhaaNi,قلندر لعل سيوهاڻي,Nawaz Ali Shauq,نواز علي شوق,2012,"Culture Department Government of Sindh, Karachi.",Autobiography / Biography,Sindhi,https://lib.sindh.org/download/794,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f8cd474d3.png
8540,Insani Tahzeeb Jee lrtqa (Evolution of Civilization),انساني تهذيب جي ارتقا,Will Durant,ول ڊيورانٽ,2003,"Sindhica Academy, Karachi.",N/A,Sindhi,https://lib.sindh.org/download/793,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f8c5a0923.png
8541,Compounder,ڪمپائونڊر,Noor Muhammad Durani,نور محمد غلام حسين دوراني,1957,Unknown,Science,Sindhi,https://lib.sindh.org/download/792,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f8c2a036e.png
8542,Sadiyun joon sadaaoon (Speeches),صدين جون صدائون (تقريرون),Abdul Wahid Aresar,عبدالواحد آريسر,0,Unknown,Speeches,Sindhi,https://lib.sindh.org/download/791,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f8937463b.png
8543,Taaleemi Falsafo,تعليمي فلسفو,Muhammad Ismail Ursani,محمد اسماعيل عرساڻي ۽ سيد قادر بخش بخاري,1969,"Ronaq Publications, Hyderabad.",Education / Pedagogy,Sindhi,https://lib.sindh.org/download/790,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f834c89c3.png
8544,Kumars (Novel),ڪُمارس (ناول),Amar Gopalani,امر گوپلاڻي,2014,Amar Gopalani,Fiction,Sindhi,https://lib.sindh.org/download/789,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f81dccba3.png
8545,Sahra mein sijju,صحرا ۾ سج (شاعري),Abd Magsi,عبد مگسي,2012,"Gulshan Publications, Hyderabad.",Poetry,Sindhi,https://lib.sindh.org/download/788,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f7779755f.png
8546,Qasaid e paak,قصائد پاڪ,Faqeer Ghulam Hussain Dayo,فقير غلام حسين دايو (ستار پيرزادو),2011,"Sindh Adabi Academy, Karachi.",Religion,Sindhi,https://lib.sindh.org/download/787,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f76027a67.png
8547,Qanoon sabhni lai aahe,قانون سڀني لاءِ آهي (بنيادي حقن متعلق قانوني ڄاڻ),Ayaz Latif Palijo,اياز لطيف پليجو,2008,"South Asia Partnership, Pakistan.",Law,Sindhi,https://lib.sindh.org/download/786,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f74994cc4.png
8548,"Insaan, devta, daeet",انسان، ديوتا، دئيت (قديم ٽمورتي),Robert Green Ingersoll,رابرٽ گرين انگرسال,2017,"Sindh Adabi Academy, Karachi.",History,Sindhi,https://lib.sindh.org/download/785,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f7268e401.png
8549,Gohar Shah Jo Giyan (Poetry),گوهر شاھه جو گيان (شاعري ڀاڱو پهريون),Syed Ali Gohar Shah,سيد علي گوهر شاهه,2004,"Sindhi Adabi Sangat, Nawan Jatoi.",Poetry,Sindhi,https://lib.sindh.org/download/784,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f6e200fdb.png
8550,Qura'n khaan sawai kanhjee bi tabedari na karyo,قرآن کانسواءِ ڪنهنجي بہ تابعداري نہ ڪيو,Maulana Azizullah Bohio,مولانا عزيزالله ٻوهيو,2010,Sindh Sagar Academy.,Religion,Sindhi,https://lib.sindh.org/download/783,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f6b7a2ab1.png
8551,Sindh arghoon daur mein,سنڌ ارغون دور ۾ (ٻه ارغون حڪمران ۽ هزارين سنڌين جو رت),Ikram Sagar Abbasi,اڪرام ساگر عباسي,2000,"Naon Niyapo Academy, Karachi.",History,Sindhi,https://lib.sindh.org/download/782,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f6bc811fe.png
8552,Qura'n Majhoor,قرآن مهجور,Maulana Azizullah Bohio,مولانا عزيزالله ٻوهيو,2001,Sindh Sagar Academy.,Religion,Sindhi,https://lib.sindh.org/download/781,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f60217016.png
8553,Sihat jee saainsi JaaN,صحت جي سائنسي ڄاڻ,Ali Murtaza Dharejo,سنڌيڪار علي مرتضيٰ ڌاريجو,2017,"Sindh Science Academy, Jamshoro.",Health / Medicine,Sindhi,https://lib.sindh.org/download/780,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f59e84211.png
8554,Gitanjali,گيتانجلي [گيتَ اَنجَلي] 1973,Rabindranath Tagore,رابندرناٿ ٽئگور (سنڌيڪار گوبندرام سلامتراءِ رائسنگهاڻي),1973,"Sindhi Times Publications, Ulhasnagar.",Poetry,Sindhi,https://lib.sindh.org/download/779,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f58017b39.png
8555,Andar jee uthal (Novel),اندر جي اڇل (ناول),Jean-Paul Sartre,ژان پال سارتر,2005,"Sojhro Publications, Karachi.",N/A,Sindhi,https://lib.sindh.org/download/778,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f4f9b2363.png
8556,Galhyoon Pet Waran Mein (Vol. II),ڳالھيون پيٽ ورن ۾: (سياسي، تاريخي، تنقيدي ادبي ڪالمن جو مجموعو) ڀاڱو ٻيو,Sultana Waqasi,سلطانہ وقاصي,2015,"Ambar Publications, Karachi.",Articles,Sindhi,https://lib.sindh.org/download/777,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f4ea16921.png
8557,Kulesia je daria maan,ڪليسا جي دريءَ مان (شاعري),Rahmat Pirzado,رحمت پيرزادو,2005,"Sipa Publisher, Nwabshah.",Poetry,Sindhi,https://lib.sindh.org/download/775,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f4705846c.png
8558,Kulyaat e Masroor (Part 1),ڪليات مسرور (حصو پهريون),Ghulam Ali Masroor Badvi,غلام علي مسرور بدوي,2000,"Masroor Publication, Karachi.",Poetry,Sindhi,https://lib.sindh.org/download/774,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f40367d8d.png
8559,Gitanjali,گيتانجلي [گيتَ اَنجَلي] 2007,Rabindranath Tagore,رابندر ناٿ ٽئگور (سنڌيڪار ڊاڪٽر گل بليدي),2007,"Roshni Publications, Kandiaro.",Poetry,Sindhi,https://lib.sindh.org/download/773,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f373c2890.png
8560,Sheeshey jo ghar,شيشي جو گهر (ڪھاڻين جو ڳٽڪو),Abid Laghari,عابد لغاري,1997,Mehran Academy,Fiction,Sindhi,https://lib.sindh.org/download/772,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f34988c47.png
8561,"Taaleem ain Tarbiyat, hik jaizo [Education & Training - An Overview]",تعليم و تربيت هڪ جائزو,Farzana Irfan Moghul,فرزانه عرفان مغل ۽ مشتاق چنا,1999,"A. F. Moghul & Sons, Jamshoro.",Education / Pedagogy,Sindhi,https://lib.sindh.org/download/771,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f2fc075de.png
8562,Qazi Qadan jo kalaam,قاضي قادن جو ڪلام (سنڌ ۾ ان جو اڀياس),Heero Thakur,هيرو ٺڪر,1996,"Roshni Publications, Kandiaro.",Poetry,Sindhi,https://lib.sindh.org/download/770,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f24681882.png
8563,Shaikh Ayaz: Sadiyun jee sada,شيخ اياز: صدين جي صدا,Agha Saleem,آغا سليم,2005,"Sindhi Adabi Board, Jamshoro.",Literature,Sindhi,https://lib.sindh.org/download/769,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f232a3a64.png
8564,Andar jee uthal (Novel),اندر جي اڇل (ناول),Jean-Paul Sartre,ژان پال سارتر,2005,"Sojhro Publications, Karachi.",N/A,Sindhi,https://lib.sindh.org/download/768,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f1a66c582.png
8565,BiographySajjaN tunhijee saar [Collection of articles & reflections on Anwaruddin Jatoi],سڄڻ تنهنجي سار (سنڌ جي صوفي، راڳي ۽ استاد انورالدين جتوئي کي ڀيٽا),Idrees Jatoi,ادريس جتوئي,2015,Anwaruddin Jatoi Yadgar Committee,Autobiography / Biography,Sindhi,https://lib.sindh.org/download/767,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f1b0de3f7.png
8566,The Teaching of Mother-Tongue,تعليم مادري زبان,Rahim Bakhsh Memon,رحيم بخش ميمڻ,1971,"R. H. Ahmed & Brothers, Hyderabad.",Language,Sindhi,https://lib.sindh.org/download/766,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f15628c85.png
8567,Falsafe jee mukhtasir taareekh,فلسفي جي مختصر تاريخ,Akbar Laghari,اڪبر لغاري,2003,New Fields Publications.,Philosophy / Psychology,Sindhi,https://lib.sindh.org/download/765,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f0f1d7919.png
8568,Sindh jee Shaagird Tahreek,سنڌ ۾ شاگرد تحريڪ,Jam Saqi,ڄام ساقي,1974,"Pirah Phuti Publications, Hyderabad.",Politics,Sindhi,https://lib.sindh.org/download/764,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f0d4cac38.png
8569,Goondar weenda guzri,گوندر ويندا گذري (شاعري),Munshi Ibrahim,منشي ابراهيم,1992,"Roshni Publication, Kandiaro",Poetry,Sindhi,https://lib.sindh.org/download/763,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f0c18e27b.png
8570,Shaikh Ayaz ja tanqeedi mazmoon,شيخ اياز جا تنقيدي مضمون,Sattar Pirzado,ستار پيرزادو,2018,"Department of Culture, Sindh.",N/A,Sindhi,https://lib.sindh.org/download/762,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f07da6926.png
8571,Kalmatul Haq,ڪلمة الحق,Maulvi Muhammad Sadiq,مولوي محمد صادق,1934,Unknown,Religion,Sindhi,https://lib.sindh.org/download/761,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f06b52609.png
8572,Phaasia jee chhanvan men [Notes from the Gallows],ڦاسيءَ جي ڇانو ۾,Julius Fučík,جوليس فيوچڪ,1984,"Roshni Publications, Kandiaro.",Politics,Sindhi,https://lib.sindh.org/download/760,https://library-sindhi-sp-2020.s3.us-east-2.amazonaws.com/covers/63c4f03402d0c.png
